dateiname;Bahnhof;TimeOrder;Deadlock;Postion;Bahnhofslänge
track_14_973;AR_Stop_2;0;0;0;2
track_15_1006;AB_Stop_1;0;0;0;1
track_15_1038;AB_Stop_1;0;0;0;1
track_15_1070;AB_Stop_1;0;0;0;1
track_15_110;SDB_Stop_5;0;0;0;1
track_15_1102;AB_Stop_1;0;0;0;1
track_15_1134;AB_Stop_1;0;0;0;1
track_15_1166;AB_Stop_1;0;0;0;1
track_15_1198;AB_Stop_1;0;0;0;1
track_15_1230;AB_Stop_1;0;0;0;1
track_15_1262;AB_Stop_1;0;0;0;1
track_15_1294;AB_Stop_1;0;0;0;1
track_15_1326;AB_Stop_1;0;0;0;1
track_15_1358;AB_Stop_1;0;0;0;1
track_15_1390;AB_Stop_1;0;0;0;1
track_15_14;SDB_Stop_5;0;0;0;1
track_15_142;SDB_Stop_5;0;0;0;1
track_15_174;SDB_Stop_5;0;0;0;1
track_15_206;SDB_Stop_5;0;0;0;1
track_15_238;SDB_Stop_5;0;0;0;1
track_15_270;SDB_Stop_5;0;0;0;1
track_15_302;SDB_Stop_5;0;0;0;1
track_15_334;SDB_Stop_5;0;0;0;1
track_15_366;SDB_Stop_5;0;0;0;1
track_15_398;AB_Stop_1;0;0;0;1
track_15_430;AB_Stop_1;0;0;0;1
track_15_46;SDB_Stop_5;0;0;0;1
track_15_462;AB_Stop_1;0;0;0;1
track_15_494;AB_Stop_1;0;0;0;1
track_15_526;AB_Stop_1;0;0;0;1
track_15_558;AB_Stop_1;0;0;0;1
track_15_590;AB_Stop_1;0;0;0;1
track_15_622;AB_Stop_1;0;0;0;1
track_15_654;AB_Stop_1;0;0;0;1
track_15_686;AB_Stop_1;0;0;0;1
track_15_718;AB_Stop_1;0;0;0;1
track_15_750;AB_Stop_1;0;0;0;1
track_15_78;SDB_Stop_5;0;0;0;1
track_15_782;AB_Stop_1;0;0;0;1
track_15_814;AB_Stop_1;0;0;0;1
track_15_846;AB_Stop_1;0;0;0;1
track_15_878;AB_Stop_1;0;0;0;1
track_15_910;AB_Stop_1;0;0;0;1
track_15_942;AB_Stop_1;0;0;0;1
track_15_974;AB_Stop_1;0;0;0;1
track_16_1007;AB_Stop_1;0;0;0;1
track_16_1039;AB_Stop_1;0;0;0;1
track_16_1071;AB_Stop_1;0;0;0;1
track_16_1103;AB_Stop_1;0;0;0;1
track_16_111;SDB_Stop_5;0;0;0;1
track_16_1135;AB_Stop_1;0;0;0;1
track_16_1167;AB_Stop_1;0;0;0;1
track_16_1199;AB_Stop_1;0;0;0;1
track_16_1231;AB_Stop_1;0;0;0;1
track_16_1263;AB_Stop_1;0;0;0;1
track_16_1295;AB_Stop_1;0;0;0;1
track_16_1327;AB_Stop_1;0;0;0;1
track_16_1359;AB_Stop_1;0;0;0;1
track_16_1391;AB_Stop_1;0;0;0;1
track_16_143;SDB_Stop_5;0;0;0;1
track_16_15;SDB_Stop_5;0;0;0;1
track_16_175;SDB_Stop_5;0;0;0;1
track_16_207;SDB_Stop_5;0;0;0;1
track_16_239;SDB_Stop_5;0;0;0;1
track_16_271;SDB_Stop_5;0;0;0;1
track_16_303;SDB_Stop_5;0;0;0;1
track_16_335;SDB_Stop_5;0;0;0;1
track_16_367;SDB_Stop_5;0;0;0;1
track_16_399;AB_Stop_1;0;0;0;1
